1977,,,,,,,,,1978,,,,,,,,,1979,,,,,,,,,1980,,,,,,,
record_id,month,day,year,plot,species,sex,wgt,,record_id,month,day,year,plot,species,sex,wgt,,record_id,month,day,year,plot,species,sex,wgt,,record_id,month,day,year,plot,species,sex,wgt
184,9,11,1977,20,DS,M,,,687,3,12,1978,5,DS,F,69,,1735,4,28,1979,1,DS,F,71,,2454,2,25,1980,1,DS,M,147
185,9,11,1977,12,OX,F,,,688,3,12,1978,4,DS,F,141,,1736,4,28,1979,22,DS,M,76,,2455,2,25,1980,1,DM,F,43
186,9,11,1977,19,DM,F,35,,689,3,12,1978,11,DS,M,138,,1737,4,28,1979,9,DS,F,51,,2456,2,25,1980,2,DM,F,48
187,9,12,1977,17,DM,M,46,,690,3,12,1978,11,DM,M,43,,1738,4,28,1979,8,DS,F,130,,2457,2,25,1980,2,PE,M,23
188,9,12,1977,14,DS,F,,,691,3,12,1978,4,DS,F,124,,1739,4,28,1979,17,DS,M,143,,2458,2,25,1980,2,DO,F,55
189,9,12,1977,17,DM,F,37,,692,3,12,1978,14,DM,,,,1740,4,28,1979,9,DS,M,49,,2459,2,25,1980,2,DO,M,52
190,9,12,1977,7,DM,M,34,,693,3,12,1978,21,OT,M,,,1741,4,28,1979,9,DS,F,124,,2460,2,25,1980,2,DM,F,46
191,9,12,1977,17,DS,M,,,694,3,12,1978,11,DM,F,43,,1742,4,28,1979,9,DS,F,46,,2461,2,25,1980,3,DS,M,147
192,9,12,1977,4,DM,F,45,,695,3,12,1978,17,RM,,,,1743,4,28,1979,12,DM,M,34,,2462,2,25,1980,3,DM,M,48
193,9,12,1977,7,PE,,,,696,3,12,1978,5,DM,F,45,,1744,4,28,1979,20,DS,M,71,,2463,2,25,1980,3,DS,M,155
194,9,12,1977,11,NA,,,,697,3,12,1978,11,DM,M,46,,1745,4,28,1979,17,DS,F,119,,2464,2,25,1980,3,DS,M,129
195,9,12,1977,4,DS,M,,,698,3,12,1978,14,DM,F,,,1746,4,28,1979,20,PE,M,19,,2465,2,25,1980,4,DM,F,38
196,9,12,1977,7,PF,F,7,,699,3,12,1978,5,DM,F,43,,1747,4,28,1979,20,DS,F,143,,2466,2,25,1980,4,DM,M,50
197,9,12,1977,14,DM,M,51,,700,3,12,1978,5,DM,M,49,,1748,4,28,1979,9,DS,M,85,,2467,2,25,1980,4,DM,F,40
198,9,12,1977,4,DM,M,39,,701,3,12,1978,17,OL,,,,1749,4,28,1979,9,DS,F,63,,2468,2,25,1980,5,OT,F,29
199,9,12,1977,11,DM,M,29,,702,3,12,1978,5,DM,M,47,,1750,4,28,1979,17,DO,F,51,,2469,2,25,1980,6,DS,M,126
200,9,12,1977,17,DS,F,,,703,3,12,1978,17,DS,M,,,1751,4,28,1979,10,,,,,2470,2,25,1980,6,DM,F,37
201,9,12,1977,10,DS,M,,,704,3,12,1978,5,DM,M,,,1752,4,28,1979,19,,,,,2471,2,25,1980,7,DO,M,52
202,9,12,1977,17,DM,F,48,,705,3,12,1978,11,DS,F,,,1753,4,28,1979,21,,,,,2472,2,25,1980,7,DM,F,37
203,9,12,1977,11,DM,M,46,,706,3,12,1978,17,OT,F,,,1754,4,28,1979,23,,,,,2473,2,25,1980,8,DS,M,81
204,9,12,1977,16,DM,F,41,,707,3,12,1978,17,DM,F,,,1755,4,29,1979,4,OT,M,28,,2474,2,25,1980,8,DS,M,79
205,9,12,1977,16,DS,M,,,708,3,12,1978,5,OT,M,26,,1756,4,29,1979,2,NA,M,166,,2475,2,25,1980,9,DM,F,46
206,9,12,1977,23,DS,F,,,709,3,12,1978,10,,,,,1757,4,29,1979,15,PP,F,15,,2476,2,25,1980,9,DM,M,47
207,9,12,1977,16,DS,F,,,710,3,13,1978,8,DS,M,152,,1758,4,29,1979,18,DO,F,48,,2477,2,25,1980,10,DM,F,40
208,9,12,1977,14,DM,M,45,,711,3,13,1978,18,DM,F,44,,1759,4,29,1979,14,DS,M,67,,2478,2,25,1980,10,DM,M,49
209,9,12,1977,17,DM,F,42,,712,3,13,1978,15,DM,M,48,,1760,4,29,1979,13,PE,M,13,,2479,2,25,1980,11,DS,M,143
210,9,12,1977,11,DM,F,53,,713,3,13,1978,8,OT,M,29,,1761,4,29,1979,5,DS,M,143,,2480,2,25,1980,11,DM,F,36
211,9,12,1977,4,DS,F,,,714,3,13,1978,15,DM,F,44,,1762,4,29,1979,15,OT,M,23,,2481,2,25,1980,11,DM,M,41
212,9,12,1977,16,PF,,,,715,3,13,1978,18,DM,M,49,,1763,4,29,1979,18,NA,F,126,,2482,2,25,1980,12,DM,F,38
213,9,12,1977,14,DM,F,49,,716,3,13,1978,15,DM,M,45,,1764,4,29,1979,13,DS,M,97,,2483,2,25,1980,12,DM,M,51
214,9,12,1977,17,NA,,,,717,3,13,1978,1,DM,F,51,,1765,4,29,1979,15,PM,M,18,,2484,2,25,1980,12,DM,F,39
215,9,12,1977,14,DM,F,46,,718,3,13,1978,8,DO,M,57,,1766,4,29,1979,14,DS,M,61,,2485,2,25,1980,13,DM,M,45
216,9,12,1977,4,PF,F,9,,719,3,13,1978,18,DM,M,,,1767,4,29,1979,18,DO,F,,,2486,2,25,1980,13,DM,M,48
217,9,13,1977,3,PP,F,15,,720,3,13,1978,8,DS,F,134,,1768,4,29,1979,2,DM,M,43,,2487,2,25,1980,13,DM,M,47
218,9,13,1977,1,PF,M,4,,721,3,13,1978,1,DM,F,44,,1769,4,29,1979,14,DM,F,65,,2488,2,25,1980,14,DM,M,56
219,9,13,1977,13,DM,M,48,,722,3,13,1978,16,OL,F,30,,1770,4,29,1979,18,DS,M,99,,2489,2,25,1980,14,DM,M,39
220,9,13,1977,2,DS,M,,,723,3,13,1978,8,OT,F,35,,1771,4,29,1979,4,DM,F,45,,2490,2,25,1980,14,DM,F,41
221,9,13,1977,3,DM,,,,724,3,13,1978,15,DM,M,48,,1772,4,29,1979,13,DS,F,135,,2491,2,25,1980,15,DM,M,46
222,9,13,1977,1,DS,M,,,725,3,13,1978,1,DS,F,146,,1773,4,29,1979,4,DS,F,92,,2492,2,25,1980,15,DM,F,42
223,9,13,1977,8,DS,F,,,726,3,13,1978,18,DM,F,37,,1774,4,29,1979,5,DS,M,95,,2493,2,25,1980,15,DM,M,44
224,9,13,1977,2,NA,,,,727,3,13,1978,7,,,,,1775,4,29,1979,14,DM,M,27,,2494,2,25,1980,16,DM,F,49
225,9,13,1977,15,DM,,,,728,3,13,1978,12,,,,,1776,4,29,1979,4,NA,M,101,,2495,2,25,1980,16,DM,M,46
226,9,13,1977,2,DM,M,51,,729,3,13,1978,15,DM,M,46,,1777,4,29,1979,3,,,,,2496,2,25,1980,24,DM,M,51
227,9,13,1977,15,DM,,,,730,3,13,1978,19,,,,,1778,4,29,1979,6,,,,,2497,2,25,1980,24,DM,F,46
228,9,13,1977,9,DM,M,50,,731,4,8,1978,2,DS,F,110,,1779,4,29,1979,7,,,,,2498,2,25,1980,24,NA,F,170
229,9,13,1977,13,DM,M,44,,732,4,8,1978,2,OT,,,,1780,4,29,1979,16,,,,,2499,2,25,1980,24,DS,M,134
230,9,13,1977,15,DM,,,,733,4,8,1978,2,DM,M,,,1781,5,29,1979,9,DS,F,136,,2500,2,25,1980,24,DS,F,136
231,9,13,1977,15,DS,,,,734,4,8,1978,6,DM,M,,,1782,5,29,1979,12,NA,M,66,,2501,2,25,1980,24,DS,M,87
232,9,13,1977,9,DS,M,,,735,4,8,1978,6,OT,F,,,1783,5,29,1979,12,DS,M,91,,2502,2,25,1980,24,DM,M,46
233,9,13,1977,2,DM,M,44,,736,4,8,1978,6,NA,M,,,1784,5,29,1979,12,NA,M,72,,2503,2,25,1980,3,PF,M,7
234,9,13,1977,9,DM,M,45,,737,4,8,1978,9,DM,F,,,1785,5,29,1979,17,DM,F,43,,2504,2,25,1980,24,OL,F,33
235,9,13,1977,13,DM,F,45,,738,4,8,1978,13,PF,M,,,1786,5,29,1979,22,DS,M,96,,2505,2,25,1980,5,DM,M,47
236,9,13,1977,9,DS,F,,,739,4,8,1978,13,PE,M,,,1787,5,29,1979,17,DS,F,73,,2506,2,25,1980,3,PF,F,5
237,9,13,1977,9,DS,F,,,740,4,8,1978,13,OL,M,,,1788,5,29,1979,22,DM,F,47,,2507,2,25,1980,15,OT,M,26
238,9,13,1977,2,PE,M,19,,741,4,8,1978,13,DS,M,,,1789,5,29,1979,20,PP,M,20,,2508,2,25,1980,15,OT,F,26
239,9,13,1977,1,DS,M,,,742,4,8,1978,13,PE,M,,,1790,5,29,1979,12,DM,M,43,,2509,2,25,1980,13,RM,M,8
240,9,13,1977,9,DS,F,,,743,4,8,1978,20,DM,M,,,1791,5,29,1979,17,DS,M,75,,2510,2,25,1980,13,DM,M,42
241,9,13,1977,3,DS,,,,744,4,8,1978,20,PE,F,,,1792,5,29,1979,9,DS,F,76,,2511,2,25,1980,24,DM,M,51
242,9,13,1977,2,OX,M,22,,745,4,8,1978,22,DM,F,,,1793,5,29,1979,22,DS,M,62,,2512,2,25,1980,3,RM,M,11
243,10,16,1977,6,DM,F,44,,746,4,8,1978,22,OT,M,,,1794,5,29,1979,9,DS,F,114,,2513,2,25,1980,3,RM,M,11
244,10,16,1977,22,DM,F,42,,747,4,8,1978,9,DM,F,,,1795,5,29,1979,17,DS,F,119,,2514,2,25,1980,4,PF,F,7
245,10,16,1977,2,DM,M,39,,748,4,8,1978,2,NA,,,,1796,5,29,1979,21,PF,F,,,2515,2,25,1980,1,DS,M,105
246,10,16,1977,13,DM,M,47,,749,4,8,1978,2,DS,M,,,1797,5,29,1979,9,DS,F,63,,2516,2,25,1980,15,PF,M,7
247,10,16,1977,2,DS,M,,,750,4,8,1978,9,PF,F,,,1798,5,29,1979,12,NA,M,70,,2517,2,25,1980,14,DM,F,46
248,10,16,1977,22,OT,M,21,,751,4,8,1978,13,DM,M,,,1799,5,29,1979,17,DS,M,147,,2518,2,25,1980,2,RM,F,9
249,10,16,1977,13,DM,M,42,,752,4,8,1978,9,DS,F,,,1800,5,29,1979,9,DS,F,136,,2519,2,25,1980,13,DS,M,71
250,10,16,1977,18,DS,F,,,753,4,8,1978,20,DM,F,,,1801,5,29,1979,17,DS,,,,2520,2,25,1980,6,DS,M,143
251,10,16,1977,2,DM,M,49,,754,4,8,1978,2,DM,M,,,1802,5,29,1979,22,DS,F,60,,2521,2,25,1980,14,DM,M,42
252,10,16,1977,6,DS,F,,,755,4,8,1978,3,NA,F,,,1803,5,29,1979,9,DS,M,71,,2522,2,25,1980,14,NA,F,147
253,10,16,1977,20,DM,M,39,,756,4,8,1978,21,OT,F,,,1804,5,29,1979,20,DS,M,63,,2523,2,25,1980,15,RM,F,9
254,10,16,1977,20,DM,F,43,,757,4,8,1978,2,DM,F,,,1805,5,29,1979,9,DM,F,47,,2524,2,25,1980,4,DS,F,142
255,10,16,1977,18,DM,M,50,,758,4,8,1978,9,DM,M,,,1806,5,29,1979,8,DS,F,135,,2525,2,25,1980,2,DM,F,45
256,10,16,1977,6,DM,M,41,,759,4,8,1978,22,DS,F,,,1807,5,29,1979,20,NA,M,40,,2526,2,25,1980,24,OL,M,37
257,10,16,1977,2,DM,M,47,,760,4,8,1978,9,DS,M,,,1808,5,29,1979,8,DM,M,46,,2527,2,25,1980,6,DM,M,43
258,10,16,1977,18,DM,F,37,,761,4,8,1978,9,DS,F,,,1809,5,29,1979,12,DO,M,41,,2528,2,25,1980,1,OT,F,24
259,10,16,1977,2,DM,M,41,,762,4,8,1978,13,SS,,,,1810,5,29,1979,22,DS,F,47,,2529,2,25,1980,15,RM,M,8
260,10,16,1977,22,DM,F,36,,763,4,8,1978,20,DS,M,,,1811,5,29,1979,17,DO,M,29,,2530,2,25,1980,2,PE,F,21
261,10,16,1977,6,DM,M,45,,764,4,8,1978,2,DM,M,,,1812,5,29,1979,20,DS,M,66,,2531,2,25,1980,2,OL,F,41
262,10,16,1977,20,PE,M,20,,765,4,8,1978,9,DM,F,,,1813,5,29,1979,11,DM,M,46,,2532,2,25,1980,2,OL,M,40
263,10,16,1977,1,DM,M,40,,766,4,8,1978,22,DM,F,,,1814,5,29,1979,20,DS,F,147,,2533,2,25,1980,3,PF,M,8
264,10,16,1977,9,DS,F,,,767,4,8,1978,13,DM,M,,,1815,5,29,1979,10,,,,,2534,2,25,1980,5,DM,F,42
265,10,16,1977,9,DM,M,49,,768,4,8,1978,13,OL,,,,1816,5,29,1979,19,,,,,2535,2,25,1980,16,,,
266,10,16,1977,2,NA,,,,769,4,8,1978,6,,,,,1817,5,30,1979,5,DM,F,53,,2536,3,9,1980,2,PF,F,7
267,10,16,1977,22,DS,F,,,770,4,9,1978,4,DM,M,26,,1818,5,30,1979,2,NA,M,184,,2537,3,9,1980,3,RM,M,10
268,10,16,1977,2,DM,F,55,,771,4,9,1978,4,DM,M,44,,1819,5,30,1979,15,OT,M,24,,2538,3,9,1980,9,DO,F,49
269,10,16,1977,6,DM,M,46,,772,4,9,1978,5,DM,,,,1820,5,30,1979,1,DM,M,19,,2539,3,9,1980,11,DO,F,54
270,10,16,1977,1,DM,F,38,,773,4,9,1978,5,DM,M,48,,1821,5,30,1979,18,DS,F,128,,2540,3,9,1980,21,PF,M,7
271,10,16,1977,9,DS,F,,,774,4,9,1978,5,DM,M,39,,1822,5,30,1979,15,OT,F,15,,2541,3,9,1980,24,OT,F,24
272,10,16,1977,18,NA,,,,775,4,9,1978,5,DM,M,44,,1823,5,30,1979,15,PP,F,,,2542,3,9,1980,1,OT,F,26
273,10,16,1977,9,DM,M,44,,776,4,9,1978,5,DM,M,45,,1824,5,30,1979,5,DS,F,113,,2543,3,9,1980,4,DM,M,50
274,10,16,1977,2,OL,F,21,,777,4,9,1978,8,OT,M,27,,1825,5,30,1979,14,DM,F,20,,2544,3,9,1980,6,DM,M,41
275,10,16,1977,20,DM,M,41,,778,4,9,1978,8,DM,M,36,,1826,5,30,1979,18,DO,F,44,,2545,3,9,1980,12,DS,F,70
276,10,16,1977,1,DS,F,,,779,4,9,1978,11,SA,,,,1827,5,30,1979,14,DS,,88,,2546,3,9,1980,17,DS,M,126
277,10,16,1977,6,OL,,21,,780,4,9,1978,11,DM,M,51,,1828,5,30,1979,18,DS,M,114,,2547,3,9,1980,20,DM,F,44
278,10,16,1977,9,DS,M,,,781,4,9,1978,11,DM,F,45,,1829,5,30,1979,1,DS,F,101,,2548,3,9,1980,3,PF,F,6
279,10,16,1977,2,PE,F,,,782,4,9,1978,11,DM,M,47,,1830,5,30,1979,18,DO,M,40,,2549,3,9,1980,4,DM,F,41
280,10,16,1977,18,DM,M,46,,783,4,9,1978,14,DS,F,90,,1831,5,30,1979,14,DM,M,40,,2550,3,9,1980,17,DM,M,49
281,10,16,1977,20,NA,,,,784,4,9,1978,17,OT,M,23,,1832,5,30,1979,13,DS,F,112,,2551,3,9,1980,18,DM,F,40
282,10,16,1977,22,NA,,,,785,4,9,1978,17,DM,M,49,,1833,5,30,1979,1,DM,F,45,,2552,3,9,1980,22,DM,F,55
283,10,16,1977,6,DM,M,36,,786,4,9,1978,11,DS,M,131,,1834,5,30,1979,5,DM,M,21,,2553,3,9,1980,13,OL,M,38
284,10,16,1977,13,DM,M,44,,787,4,9,1978,5,DS,F,114,,1835,5,30,1979,5,DS,M,105,,2554,3,9,1980,18,DS,F,114
285,10,16,1977,1,DM,M,53,,788,4,9,1978,17,DM,M,42,,1836,5,30,1979,1,DS,M,140,,2555,3,9,1980,2,DM,M,42
286,10,16,1977,20,DS,M,,,789,4,9,1978,8,DS,M,148,,1837,5,30,1979,4,DS,F,107,,2556,3,9,1980,6,DM,F,39
287,10,17,1977,17,DM,M,41,,790,4,9,1978,5,DS,F,76,,1838,5,30,1979,14,DS,F,123,,2557,3,9,1980,9,DM,F,48
288,10,17,1977,17,DM,M,48,,791,4,9,1978,5,DS,M,141,,1839,5,30,1979,2,DM,M,50,,2558,3,9,1980,12,NA,M,74
289,10,17,1977,14,DM,M,47,,792,4,9,1978,17,DM,F,42,,1840,5,30,1979,1,DS,M,132,,2559,3,9,1980,13,DM,M,40
290,10,17,1977,17,DM,F,,,793,4,9,1978,4,DS,F,121,,1841,5,30,1979,14,DS,M,93,,2560,3,9,1980,22,DM,M,49
291,10,17,1977,11,DS,F,,,794,4,9,1978,11,DM,M,44,,1842,5,30,1979,15,PP,M,20,,2561,3,9,1980,1,DS,M,145
292,10,17,1977,3,DO,F,33,,795,4,9,1978,17,DO,F,55,,1843,5,30,1979,4,DM,F,44,,2562,3,9,1980,2,DO,M,55
293,10,17,1977,4,DM,F,42,,796,4,9,1978,4,DS,M,133,,1844,5,30,1979,13,DM,M,36,,2563,3,9,1980,8,DO,F,47
294,10,17,1977,3,DO,F,50,,797,4,9,1978,17,DS,M,142,,1845,5,30,1979,2,DM,F,53,,2564,3,9,1980,9,PP,M,15
295,10,17,1977,11,DM,M,41,,798,4,9,1978,8,DS,F,142,,1846,5,30,1979,2,DM,M,45,,2565,3,9,1980,20,OL,F,36
296,10,17,1977,17,OT,,21,,799,4,9,1978,11,DM,F,46,,1847,5,30,1979,14,DM,F,57,,2566,3,9,1980,4,DS,,
297,10,17,1977,11,NA,,,,800,4,9,1978,5,DM,F,50,,1848,5,30,1979,3,,,,,2567,3,9,1980,6,DM,F,39
298,10,17,1977,19,DM,M,49,,801,4,9,1978,14,DS,F,142,,1849,5,30,1979,6,,,,,2568,3,9,1980,9,OL,F,34
299,10,17,1977,17,OT,M,,,802,4,9,1978,8,DM,,,,1850,5,30,1979,7,,,,,2569,3,9,1980,12,DM,M,50
300,10,17,1977,14,DS,F,,,803,4,9,1978,4,DS,F,84,,1851,5,30,1979,16,,,,,2570,3,9,1980,13,DM,F,40
301,10,17,1977,17,DS,F,,,804,4,9,1978,4,DM,M,42,,1852,5,30,1979,23,,,,,2571,3,9,1980,24,DM,M,48
302,10,17,1977,19,DM,F,44,,805,4,9,1978,17,DS,F,142,,1853,7,3,1979,12,DS,M,105,,2572,3,9,1980,1,PE,F,24
303,10,17,1977,3,DM,M,31,,806,4,9,1978,4,DS,F,118,,1854,7,3,1979,21,OT,F,18,,2573,3,9,1980,3,RM,F,14
304,10,17,1977,21,DM,M,40,,807,4,9,1978,17,DM,F,43,,1855,7,3,1979,21,OT,M,27,,2574,3,9,1980,6,DO,F,49
305,10,17,1977,14,DM,F,40,,808,4,9,1978,11,DS,F,132,,1856,7,3,1979,22,PF,F,8,,2575,3,9,1980,11,DM,F,29
306,10,17,1977,16,DM,M,23,,809,4,9,1978,11,DS,F,75,,1857,7,3,1979,9,DS,F,116,,2576,3,9,1980,15,PF,F,7
307,10,17,1977,19,DM,M,42,,810,4,9,1978,14,DM,F,49,,1858,7,3,1979,17,DM,F,41,,2577,3,9,1980,18,DS,M,108
308,10,17,1977,4,DS,F,,,811,4,9,1978,19,,,,,1859,7,3,1979,22,DS,M,120,,2578,3,9,1980,20,DM,M,49
309,10,17,1977,17,DS,M,,,812,4,9,1978,23,,,,,1860,7,3,1979,20,PF,F,9,,2579,3,9,1980,22,DM,F,49
310,10,17,1977,11,DS,,,,813,4,10,1978,1,SA,,,,1861,7,3,1979,9,DS,F,96,,2580,3,9,1980,20,OT,M,25
311,10,17,1977,19,RM,M,13,,814,4,10,1978,1,DS,M,168,,1862,7,3,1979,17,DS,M,143,,2581,3,9,1980,21,RM,F,11
312,10,17,1977,11,DM,F,42,,815,4,10,1978,1,DM,F,43,,1863,7,3,1979,20,NA,F,94,,2582,3,9,1980,22,DM,M,47
313,10,17,1977,19,DM,M,31,,816,4,10,1978,18,DS,F,84,,1864,7,3,1979,8,DS,F,128,,2583,3,9,1980,3,PF,M,8
314,10,17,1977,14,NA,,,,817,4,10,1978,12,DM,F,,,1865,7,3,1979,11,DS,M,91,,2584,3,9,1980,12,DM,F,43
315,10,17,1977,3,DM,M,39,,818,4,10,1978,1,DS,F,87,,1866,7,3,1979,20,DS,F,156,,2585,3,9,1980,13,DO,M,54
316,10,17,1977,15,DM,M,48,,819,4,10,1978,12,DS,F,117,,1867,7,3,1979,9,DS,M,,,2586,3,9,1980,14,DM,F,50
317,10,17,1977,17,DO,F,48,,820,4,10,1978,18,DM,F,42,,1868,7,3,1979,12,DM,M,44,,2587,3,9,1980,24,DM,F,53
318,10,17,1977,17,DM,M,29,,821,4,10,1978,16,DM,F,41,,1869,7,3,1979,17,DO,M,38,,2588,3,9,1980,1,DM,M,50
319,10,17,1977,14,DM,M,45,,822,4,10,1978,1,DS,F,140,,1870,7,3,1979,9,DS,M,86,,2589,3,9,1980,2,DM,F,46
320,10,17,1977,17,DM,F,39,,823,4,10,1978,18,DM,F,40,,1871,7,3,1979,21,PF,F,7,,2590,3,9,1980,9,DS,M,146
321,10,17,1977,17,OL,F,23,,824,4,10,1978,12,DM,M,45,,1872,7,3,1979,21,PF,M,8,,2591,3,9,1980,4,PF,M,5
322,10,17,1977,4,DS,F,,,825,4,10,1978,18,NA,M,225,,1873,7,3,1979,23,PE,F,27,,2592,3,9,1980,9,DM,M,50
323,10,17,1977,17,DO,F,31,,826,4,10,1978,16,OT,M,18,,1874,7,3,1979,9,DM,F,,,2593,3,9,1980,13,OT,M,28
324,10,17,1977,7,,,,,827,4,10,1978,15,DM,M,47,,1875,7,3,1979,20,DS,M,43,,2594,3,9,1980,18,DO,M,44
325,10,17,1977,10,,,,,828,4,10,1978,18,DM,,48,,1876,7,3,1979,11,DM,F,32,,2595,3,9,1980,3,PF,M,8
326,10,17,1977,23,,,,,829,4,10,1978,1,DS,M,89,,1877,7,3,1979,17,DM,M,48,,2596,3,9,1980,6,DM,M,43
327,10,18,1977,8,DS,F,,,830,4,10,1978,18,DM,M,51,,1878,7,3,1979,9,DS,M,99,,2597,3,9,1980,13,DM,M,46
328,10,18,1977,16,DM,F,43,,831,4,10,1978,7,,,,,1879,7,3,1979,10,,,,,2598,3,9,1980,15,OT,F,27
329,10,18,1977,5,DS,F,,,832,4,10,1978,10,,,,,1880,7,4,1979,3,OL,F,21,,2599,3,9,1980,20,DM,F,51
330,10,18,1977,5,DM,M,43,,833,5,6,1978,2,PF,M,8,,1881,7,4,1979,5,DM,M,34,,2600,3,9,1980,2,DM,F,38
331,10,18,1977,12,DS,F,,,834,5,6,1978,22,DM,M,47,,1882,7,4,1979,2,NA,M,206,,2601,3,9,1980,4,DS,F,111
332,10,18,1977,12,PF,M,8,,835,5,6,1978,2,DS,M,149,,1883,7,4,1979,18,DS,M,60,,2602,3,9,1980,6,OT,F,27
333,10,18,1977,19,OX,,,,836,5,6,1978,9,DS,F,124,,1884,7,4,1979,15,PP,F,14,,2603,3,9,1980,12,DO,M,53
334,10,18,1977,5,DM,F,45,,837,5,6,1978,6,DS,F,73,,1885,7,4,1979,13,DM,F,27,,2604,3,9,1980,14,DM,F,43
335,10,18,1977,5,DS,M,,,838,5,6,1978,2,DM,M,48,,1886,7,4,1979,5,DM,F,50,,2605,3,9,1980,22,DM,F,52
336,10,18,1977,12,DM,M,40,,839,5,6,1978,9,DS,M,139,,1887,7,4,1979,14,DS,F,120,,2606,3,9,1980,2,DO,M,55
337,10,18,1977,8,DO,F,41,,840,5,6,1978,6,DM,M,41,,1888,7,4,1979,18,DS,M,59,,2607,3,9,1980,4,DS,M,121
338,10,18,1977,12,DM,M,41,,841,5,6,1978,20,DS,M,123,,1889,7,4,1979,5,DS,F,112,,2608,3,9,1980,13,DM,M,43
339,10,18,1977,8,DS,F,,,842,5,6,1978,2,DM,F,41,,1890,7,4,1979,14,DS,F,,,2609,3,9,1980,14,DM,F,52
340,10,18,1977,12,DM,F,39,,843,5,6,1978,22,DS,F,114,,1891,7,4,1979,18,DS,F,138,,2610,3,9,1980,22,OL,M,36
341,10,18,1977,5,DS,M,,,844,5,6,1978,9,DS,F,59,,1892,7,4,1979,1,DS,M,,,2611,3,9,1980,12,DS,M,136
342,10,18,1977,16,DM,M,25,,845,5,6,1978,2,NA,M,204,,1893,7,4,1979,6,DS,F,95,,2612,3,9,1980,13,DO,F,51
343,10,18,1977,21,PF,,,,846,5,6,1978,9,DS,F,90,,1894,7,4,1979,14,DM,F,53,,2613,3,9,1980,14,DM,M,58
344,10,18,1977,3,NA,,,,847,5,6,1978,20,DM,M,45,,1895,7,4,1979,15,PP,F,16,,2614,3,9,1980,24,DS,M,86
345,11,12,1977,22,DM,F,45,,848,5,6,1978,22,NA,M,212,,1896,7,4,1979,14,DS,M,70,,2615,3,9,1980,2,DO,M,
346,11,12,1977,2,DM,F,36,,849,5,6,1978,2,DM,M,43,,1897,7,4,1979,5,DS,M,110,,2616,3,9,1980,6,DM,M,38
347,11,12,1977,6,DM,F,40,,850,5,6,1978,22,DS,F,91,,1898,7,4,1979,2,PP,M,10,,2617,3,9,1980,11,PF,F,7
348,11,12,1977,13,DM,M,44,,851,5,6,1978,9,DS,M,50,,1899,7,4,1979,18,DO,F,53,,2618,3,9,1980,13,OT,F,21
349,11,12,1977,2,NA,,,,852,5,6,1978,13,DM,M,44,,1900,7,4,1979,13,DS,M,79,,2619,3,9,1980,20,DM,M,52
350,11,12,1977,2,DM,M,47,,853,5,6,1978,9,DS,F,113,,1901,7,4,1979,14,DM,M,44,,2620,3,9,1980,24,DS,F,126
351,11,12,1977,22,OL,,,,854,5,6,1978,9,DM,M,36,,1902,7,4,1979,14,DM,M,41,,2621,3,9,1980,6,DO,M,42
352,11,12,1977,1,DM,M,40,,855,5,6,1978,9,DS,F,90,,1903,7,4,1979,4,,,,,2622,3,9,1980,2,DM,M,43
353,11,12,1977,18,NA,,,,856,5,6,1978,9,DM,F,50,,1904,7,4,1979,7,,,,,2623,3,9,1980,12,RM,M,10
354,11,12,1977,2,DM,M,44,,857,5,6,1978,13,SS,,,,1905,7,4,1979,16,,,,,2624,3,9,1980,6,DS,F,67
355,11,12,1977,2,OT,,,,858,5,6,1978,3,,,,,1906,7,4,1979,19,,,,,2625,3,9,1980,20,RM,F,16
356,11,12,1977,1,DO,F,44,,859,5,6,1978,21,OT,F,9,,1907,7,24,1979,19,PE,F,24,,2626,3,9,1980,1,DM,M,42
357,11,12,1977,9,DS,F,117,,860,5,17,1978,14,OL,M,,,1908,7,24,1979,13,OT,F,27,,2627,3,9,1980,2,OL,M,39
358,11,12,1977,13,PF,F,7,,861,5,17,1978,21,OL,F,29,,1909,7,24,1979,13,DM,F,32,,2628,3,9,1980,4,DS,M,124
359,11,12,1977,18,DM,M,40,,862,5,17,1978,5,DS,M,137,,1910,7,24,1979,20,PF,M,10,,2629,3,9,1980,9,DM,M,49
360,11,12,1977,20,DM,F,39,,863,5,17,1978,5,DS,M,57,,1911,7,24,1979,22,DM,F,40,,2630,3,9,1980,11,DO,F,50
361,11,12,1977,2,DM,F,40,,864,5,17,1978,12,DS,F,121,,1912,7,24,1979,1,DS,M,141,,2631,3,9,1980,2,DM,M,44
362,11,12,1977,1,DS,F,121,,865,5,17,1978,20,DM,F,31,,1913,7,24,1979,20,DS,F,165,,2632,3,9,1980,8,DO,F,57
363,11,12,1977,2,NA,,,,866,5,17,1978,12,DM,F,41,,1914,7,24,1979,20,NA,F,116,,2633,3,9,1980,13,DM,M,44
364,11,12,1977,9,DM,M,46,,867,5,17,1978,6,DM,M,37,,1915,7,24,1979,13,DS,M,93,,2634,3,9,1980,20,DM,M,49
365,11,12,1977,1,DM,F,35,,868,5,17,1978,6,DS,F,83,,1916,7,24,1979,20,PF,F,9,,2635,3,9,1980,2,DM,F,52
366,11,12,1977,2,OL,,,,869,5,17,1978,20,NA,F,174,,1917,7,24,1979,21,PF,M,,,2636,3,9,1980,3,PF,M,7
367,11,12,1977,20,DS,M,115,,870,5,17,1978,22,DS,F,116,,1918,7,24,1979,22,DS,F,78,,2637,3,9,1980,12,OL,F,38
